char,frequency,probability
甄,116,5.212670672274542e-06
岑,116,5.212670672274542e-06
凶,116,5.212670672274542e-06
秤,115,5.167733856134244e-06
汐,115,5.167733856134244e-06
沫,115,5.167733856134244e-06
钮,115,5.167733856134244e-06
寥,115,5.167733856134244e-06
瘾,115,5.167733856134244e-06
蜗,114,5.122797039993946e-06
宸,114,5.122797039993946e-06
淹,114,5.122797039993946e-06
锄,113,5.077860223853649e-06
粘,113,5.077860223853649e-06
蛮,113,5.077860223853649e-06
唠,112,5.03292340771335e-06
踊,112,5.03292340771335e-06
嗒,112,5.03292340771335e-06
泻,112,5.03292340771335e-06
裴,112,5.03292340771335e-06
匣,112,5.03292340771335e-06
璧,112,5.03292340771335e-06
陲,112,5.03292340771335e-06
糯,112,5.03292340771335e-06
庚,112,5.03292340771335e-06
娇,111,4.987986591573053e-06
芋,111,4.987986591573053e-06
璐,111,4.987986591573053e-06
蒜,111,4.987986591573053e-06
骛,111,4.987986591573053e-06
茎,111,4.987986591573053e-06
谆,110,4.943049775432755e-06
菱,110,4.943049775432755e-06
卵,110,4.943049775432755e-06
弋,110,4.943049775432755e-06
敛,110,4.943049775432755e-06
酣,110,4.943049775432755e-06
攥,110,4.943049775432755e-06
戎,110,4.943049775432755e-06
崎,110,4.943049775432755e-06
卤,110,4.943049775432755e-06
眶,109,4.8981129592924575e-06
杖,109,4.8981129592924575e-06
岔,109,4.8981129592924575e-06
碾,109,4.8981129592924575e-06
漾,108,4.853176143152159e-06
篡,108,4.853176143152159e-06
巅,108,4.853176143152159e-06
绷,108,4.853176143152159e-06
淼,108,4.853176143152159e-06
蹴,108,4.853176143152159e-06
喆,108,4.853176143152159e-06
莺,108,4.853176143152159e-06
庸,107,4.808239327011862e-06
霉,107,4.808239327011862e-06
惹,107,4.808239327011862e-06
炕,107,4.808239327011862e-06
炖,107,4.808239327011862e-06
糟,107,4.808239327011862e-06
牦,107,4.808239327011862e-06
茹,107,4.808239327011862e-06
霄,106,4.763302510871564e-06
洮,106,4.763302510871564e-06
憬,106,4.763302510871564e-06
涟,106,4.763302510871564e-06
凹,106,4.763302510871564e-06
嗡,106,4.763302510871564e-06
濮,105,4.718365694731266e-06
楫,105,4.718365694731266e-06
嘀,105,4.718365694731266e-06
褐,105,4.718365694731266e-06
僵,105,4.718365694731266e-06
茜,105,4.718365694731266e-06
哗,105,4.718365694731266e-06
衅,105,4.718365694731266e-06
覃,104,4.673428878590968e-06
亢,104,4.673428878590968e-06
窥,104,4.673428878590968e-06
凛,104,4.673428878590968e-06
醋,104,4.673428878590968e-06
渲,104,4.673428878590968e-06
瑾,103,4.628492062450671e-06
搅,103,4.628492062450671e-06
逅,103,4.628492062450671e-06
钠,103,4.628492062450671e-06
扔,103,4.628492062450671e-06
沥,103,4.628492062450671e-06
馅,103,4.628492062450671e-06
莆,103,4.628492062450671e-06
苜,103,4.628492062450671e-06
栀,103,4.628492062450671e-06
肴,102,4.5835552463103725e-06
邂,102,4.5835552463103725e-06
跻,102,4.5835552463103725e-06
眷,102,4.5835552463103725e-06
喧,102,4.5835552463103725e-06
稚,102,4.5835552463103725e-06
阂,101,4.538618430170075e-06
崩,101,4.538618430170075e-06
鞠,101,4.538618430170075e-06
袍,101,4.538618430170075e-06
吼,101,4.538618430170075e-06
粱,101,4.538618430170075e-06
柚,101,4.538618430170075e-06
偲,101,4.538618430170075e-06
痴,101,4.538618430170075e-06
蓿,101,4.538618430170075e-06
筷,101,4.538618430170075e-06
壑,100,4.493681614029777e-06
愤,100,4.493681614029777e-06
晾,100,4.493681614029777e-06
鹃,100,4.493681614029777e-06
剔,100,4.493681614029777e-06
铆,99,4.4487447978894795e-06
忌,99,4.4487447978894795e-06
荼,99,4.4487447978894795e-06
熄,99,4.4487447978894795e-06
琨,99,4.4487447978894795e-06
袜,99,4.4487447978894795e-06
粑,98,4.403807981749182e-06
栓,98,4.403807981749182e-06
壕,98,4.403807981749182e-06
殉,98,4.403807981749182e-06
紊,98,4.403807981749182e-06
毓,98,4.403807981749182e-06
衫,98,4.403807981749182e-06
佟,98,4.403807981749182e-06
煜,97,4.358871165608884e-06
幢,97,4.358871165608884e-06
毗,97,4.358871165608884e-06
矸,97,4.358871165608884e-06
俺,97,4.358871165608884e-06
坞,97,4.358871165608884e-06
谴,96,4.3139343494685866e-06
炽,96,4.3139343494685866e-06
憧,96,4.3139343494685866e-06
麒,96,4.3139343494685866e-06
簿,96,4.3139343494685866e-06
哄,95,4.268997533328288e-06
豚,95,4.268997533328288e-06
亓,95,4.268997533328288e-06
倩,95,4.268997533328288e-06
惬,95,4.268997533328288e-06
蚂,95,4.268997533328288e-06
搓,95,4.268997533328288e-06
聋,95,4.268997533328288e-06
垛,95,4.268997533328288e-06
稽,95,4.268997533328288e-06
泓,94,4.224060717187991e-06
茗,94,4.224060717187991e-06
荧,94,4.224060717187991e-06
帛,94,4.224060717187991e-06
棱,94,4.224060717187991e-06
屹,94,4.224060717187991e-06
膨,94,4.224060717187991e-06
颐,94,4.224060717187991e-06
沱,93,4.179123901047693e-06
吆,93,4.179123901047693e-06
喉,93,4.179123901047693e-06
咳,93,4.179123901047693e-06
卯,93,4.179123901047693e-06
亳,93,4.179123901047693e-06
慷,93,4.179123901047693e-06
葵,92,4.134187084907395e-06
粟,92,4.134187084907395e-06
痼,92,4.134187084907395e-06
禅,92,4.134187084907395e-06
扒,92,4.134187084907395e-06
侃,92,4.134187084907395e-06
骋,92,4.134187084907395e-06
氤,92,4.134187084907395e-06
氲,92,4.134187084907395e-06
镍,92,4.134187084907395e-06
谎,92,4.134187084907395e-06
泾,92,4.134187084907395e-06
涅,92,4.134187084907395e-06
溅,91,4.089250268767097e-06
哼,91,4.089250268767097e-06
札,91,4.089250268767097e-06
墒,91,4.089250268767097e-06
魁,90,4.0443134526268e-06
沼,90,4.0443134526268e-06
趴,90,4.0443134526268e-06
磕,90,4.0443134526268e-06
踵,90,4.0443134526268e-06
璞,89,3.9993766364865016e-06
帼,89,3.9993766364865016e-06
栅,89,3.9993766364865016e-06
匾,89,3.9993766364865016e-06
翎,89,3.9993766364865016e-06
轶,89,3.9993766364865016e-06
皑,88,3.954439820346204e-06
钾,88,3.954439820346204e-06
恳,88,3.954439820346204e-06
笨,88,3.954439820346204e-06
垮,88,3.954439820346204e-06
寡,88,3.954439820346204e-06
絮,88,3.954439820346204e-06
吓,88,3.954439820346204e-06
掖,87,3.909503004205906e-06
莽,87,3.909503004205906e-06
棕,87,3.909503004205906e-06
佶,87,3.909503004205906e-06
芸,87,3.909503004205906e-06
苟,87,3.909503004205906e-06
潞,87,3.909503004205906e-06
袅,87,3.909503004205906e-06
摞,87,3.909503004205906e-06
泣,87,3.909503004205906e-06
鹳,87,3.909503004205906e-06
稞,87,3.909503004205906e-06
猕,87,3.909503004205906e-06
垣,86,3.864566188065609e-06
瑚,86,3.864566188065609e-06
烷,86,3.864566188065609e-06
篓,86,3.864566188065609e-06
歉,86,3.864566188065609e-06
蘸,86,3.864566188065609e-06
皋,86,3.864566188065609e-06
帧,86,3.864566188065609e-06
饽,86,3.864566188065609e-06
蹦,85,3.81962937192531e-06
柄,85,3.81962937192531e-06
弛,85,3.81962937192531e-06
哑,85,3.81962937192531e-06
煦,85,3.81962937192531e-06
倚,85,3.81962937192531e-06
汀,85,3.81962937192531e-06
啤,85,3.81962937192531e-06
郴,85,3.81962937192531e-06
恭,84,3.774692555785013e-06
辍,84,3.774692555785013e-06
犀,84,3.774692555785013e-06
苛,84,3.774692555785013e-06
褶,84,3.774692555785013e-06
藩,84,3.774692555785013e-06
匿,84,3.774692555785013e-06
惫,84,3.774692555785013e-06
媳,84,3.774692555785013e-06
侄,84,3.774692555785013e-06
焙,84,3.774692555785013e-06
刁,84,3.774692555785013e-06
荟,83,3.7297557396447152e-06
晏,83,3.7297557396447152e-06
疮,83,3.7297557396447152e-06
蛳,83,3.7297557396447152e-06
恺,83,3.7297557396447152e-06
鹊,82,3.6848189235044174e-06
缪,82,3.6848189235044174e-06
岂,82,3.6848189235044174e-06
蝇,82,3.6848189235044174e-06
爪,82,3.6848189235044174e-06
瞅,82,3.6848189235044174e-06
叭,82,3.6848189235044174e-06
苔,82,3.6848189235044174e-06
咕,82,3.6848189235044174e-06
嚼,82,3.6848189235044174e-06
兮,82,3.6848189235044174e-06
钗,81,3.6398821073641196e-06
倦,81,3.6398821073641196e-06
蓟,81,3.6398821073641196e-06
疯,81,3.6398821073641196e-06
耻,81,3.6398821073641196e-06
瘠,81,3.6398821073641196e-06
辄,81,3.6398821073641196e-06
滁,81,3.6398821073641196e-06
烙,81,3.6398821073641196e-06
孚,81,3.6398821073641196e-06
錾,81,3.6398821073641196e-06
喘,80,3.594945291223822e-06
驯,80,3.594945291223822e-06
曰,80,3.594945291223822e-06
跪,80,3.594945291223822e-06
滦,80,3.594945291223822e-06
簸,80,3.594945291223822e-06
轫,79,3.550008475083524e-06
兢,79,3.550008475083524e-06
掰,79,3.550008475083524e-06
唇,79,3.550008475083524e-06
厝,79,3.550008475083524e-06
呆,79,3.550008475083524e-06
鲲,79,3.550008475083524e-06
宕,78,3.5050716589432263e-06
缨,78,3.5050716589432263e-06
袱,78,3.5050716589432263e-06
嚣,78,3.5050716589432263e-06
仆,78,3.5050716589432263e-06
猿,78,3.5050716589432263e-06
忱,77,3.4601348428029285e-06
溃,77,3.4601348428029285e-06
淞,77,3.4601348428029285e-06
樵,77,3.4601348428029285e-06
姬,77,3.4601348428029285e-06
绞,77,3.4601348428029285e-06
祛,77,3.4601348428029285e-06
茸,77,3.4601348428029285e-06
缤,77,3.4601348428029285e-06
蒿,77,3.4601348428029285e-06
薰,77,3.4601348428029285e-06
瘴,76,3.4151980266626307e-06
羲,76,3.4151980266626307e-06
靓,76,3.4151980266626307e-06
嘛,76,3.4151980266626307e-06
嘹,76,3.4151980266626307e-06
湟,76,3.4151980266626307e-06
恍,76,3.4151980266626307e-06
佤,76,3.4151980266626307e-06
麋,76,3.4151980266626307e-06
驴,75,3.370261210522333e-06
耙,75,3.370261210522333e-06
鸽,75,3.370261210522333e-06
婵,75,3.370261210522333e-06
骁,75,3.370261210522333e-06
楞,75,3.370261210522333e-06
榫,75,3.370261210522333e-06
屑,75,3.370261210522333e-06
铣,75,3.370261210522333e-06
锌,75,3.370261210522333e-06
涡,75,3.370261210522333e-06
绊,74,3.325324394382035e-06
钊,74,3.325324394382035e-06
湍,74,3.325324394382035e-06
苞,74,3.325324394382035e-06
沽,74,3.325324394382035e-06
漯,74,3.325324394382035e-06
睫,74,3.325324394382035e-06
嘟,74,3.325324394382035e-06
尸,74,3.325324394382035e-06
僧,74,3.325324394382035e-06
翱,74,3.325324394382035e-06
轼,74,3.325324394382035e-06
雹,74,3.325324394382035e-06
萱,74,3.325324394382035e-06
甬,74,3.325324394382035e-06
阎,74,3.325324394382035e-06
吻,73,3.2803875782417373e-06
烛,73,3.2803875782417373e-06
妖,73,3.2803875782417373e-06
懒,73,3.2803875782417373e-06
丫,73,3.2803875782417373e-06
蛛,73,3.2803875782417373e-06
涪,73,3.2803875782417373e-06
昇,72,3.2354507621014395e-06
炙,72,3.2354507621014395e-06
哩,72,3.2354507621014395e-06
漪,72,3.2354507621014395e-06
脐,72,3.2354507621014395e-06
渍,72,3.2354507621014395e-06
琵,72,3.2354507621014395e-06
跷,72,3.2354507621014395e-06
谚,72,3.2354507621014395e-06
糙,72,3.2354507621014395e-06
阆,72,3.2354507621014395e-06
裔,72,3.2354507621014395e-06
疟,72,3.2354507621014395e-06
焉,71,3.1905139459611417e-06
蘑,71,3.1905139459611417e-06
爵,71,3.1905139459611417e-06
虐,71,3.1905139459611417e-06
丑,71,3.1905139459611417e-06
秃,71,3.1905139459611417e-06
邸,71,3.1905139459611417e-06
隅,71,3.1905139459611417e-06
擂,71,3.1905139459611417e-06
讴,71,3.1905139459611417e-06
楂,71,3.1905139459611417e-06
亨,70,3.145577129820844e-06
斧,70,3.145577129820844e-06
徜,70,3.145577129820844e-06
徉,70,3.145577129820844e-06
恤,70,3.145577129820844e-06
蹬,70,3.145577129820844e-06
颅,70,3.145577129820844e-06
栉,70,3.145577129820844e-06
菁,70,3.145577129820844e-06
锹,70,3.145577129820844e-06
酯,70,3.145577129820844e-06
峒,70,3.145577129820844e-06
骸,70,3.145577129820844e-06
韬,69,3.1006403136805465e-06
拭,69,3.1006403136805465e-06
矣,69,3.1006403136805465e-06
玺,69,3.1006403136805465e-06
蹭,69,3.1006403136805465e-06
溧,69,3.1006403136805465e-06
倘,69,3.1006403136805465e-06
裘,69,3.1006403136805465e-06
缉,68,3.0557034975402487e-06
圃,68,3.0557034975402487e-06
刨,68,3.0557034975402487e-06
咔,68,3.0557034975402487e-06
嗅,68,3.0557034975402487e-06
汹,68,3.0557034975402487e-06
氯,68,3.0557034975402487e-06
涧,68,3.0557034975402487e-06
鲤,68,3.0557034975402487e-06
瑛,67,3.010766681399951e-06
疤,67,3.010766681399951e-06
逮,67,3.010766681399951e-06
肘,67,3.010766681399951e-06
涤,67,3.010766681399951e-06
泞,67,3.010766681399951e-06
璇,67,3.010766681399951e-06
侮,67,3.010766681399951e-06
锯,67,3.010766681399951e-06
寅,66,2.965829865259653e-06
骞,66,2.965829865259653e-06
咐,66,2.965829865259653e-06
狐,66,2.965829865259653e-06
瑕,66,2.965829865259653e-06
愚,66,2.965829865259653e-06
凇,66,2.965829865259653e-06
藉,66,2.965829865259653e-06
姣,66,2.965829865259653e-06
茵,66,2.965829865259653e-06
隘,65,2.9208930491193554e-06
扉,65,2.9208930491193554e-06
毋,65,2.9208930491193554e-06
褒,65,2.9208930491193554e-06
韭,65,2.9208930491193554e-06
悖,65,2.9208930491193554e-06
垠,65,2.9208930491193554e-06
胺,65,2.9208930491193554e-06
纶,65,2.9208930491193554e-06
琶,65,2.9208930491193554e-06
谬,65,2.9208930491193554e-06
卒,64,2.8759562329790576e-06
斡,64,2.8759562329790576e-06
荤,64,2.8759562329790576e-06
绢,64,2.8759562329790576e-06
赃,64,2.8759562329790576e-06
懿,64,2.8759562329790576e-06
辙,64,2.8759562329790576e-06
珏,64,2.8759562329790576e-06
挟,64,2.8759562329790576e-06
颊,64,2.8759562329790576e-06
奸,64,2.8759562329790576e-06
骥,63,2.8310194168387598e-06
亘,63,2.8310194168387598e-06
搁,63,2.8310194168387598e-06
驮,63,2.8310194168387598e-06
僻,63,2.8310194168387598e-06
寞,63,2.8310194168387598e-06
谧,63,2.8310194168387598e-06
冕,63,2.8310194168387598e-06
尉,63,2.8310194168387598e-06
鲟,63,2.8310194168387598e-06
鲸,63,2.8310194168387598e-06
扳,63,2.8310194168387598e-06
儋,63,2.8310194168387598e-06
忾,63,2.8310194168387598e-06
匪,62,2.786082600698462e-06
铢,62,2.786082600698462e-06
捣,62,2.786082600698462e-06
雍,62,2.786082600698462e-06
噬,62,2.786082600698462e-06
霆,62,2.786082600698462e-06
飙,62,2.786082600698462e-06
莒,62,2.786082600698462e-06
纫,62,2.786082600698462e-06
睁,62,2.786082600698462e-06
谍,62,2.786082600698462e-06
遛,62,2.786082600698462e-06
钵,62,2.786082600698462e-06
鹮,62,2.786082600698462e-06
缭,61,2.741145784558164e-06
皂,61,2.741145784558164e-06
秭,61,2.741145784558164e-06
拽,61,2.741145784558164e-06
惦,61,2.741145784558164e-06
岱,61,2.741145784558164e-06
哒,61,2.741145784558164e-06
霁,60,2.6962089684178664e-06
揪,60,2.6962089684178664e-06
袄,60,2.6962089684178664e-06
蟠,60,2.6962089684178664e-06
骂,60,2.6962089684178664e-06
裳,60,2.6962089684178664e-06
渺,60,2.6962089684178664e-06
戳,60,2.6962089684178664e-06
膊,60,2.6962089684178664e-06
鹬,60,2.6962089684178664e-06
熹,60,2.6962089684178664e-06
擀,60,2.6962089684178664e-06
酪,59,2.6512721522775686e-06
馒,59,2.6512721522775686e-06
诿,59,2.6512721522775686e-06
岖,59,2.6512721522775686e-06
吵,59,2.6512721522775686e-06
宰,59,2.6512721522775686e-06
逞,59,2.6512721522775686e-06
棣,59,2.6512721522775686e-06
淖,58,2.606335336137271e-06
镁,58,2.606335336137271e-06
囤,58,2.606335336137271e-06
讶,58,2.606335336137271e-06
侈,58,2.606335336137271e-06
硒,58,2.606335336137271e-06
羡,58,2.606335336137271e-06
侥,58,2.606335336137271e-06
骚,58,2.606335336137271e-06
枇,58,2.606335336137271e-06
杷,58,2.606335336137271e-06
胳,58,2.606335336137271e-06
蛙,58,2.606335336137271e-06
腌,58,2.606335336137271e-06
茏,58,2.606335336137271e-06
叛,58,2.606335336137271e-06
碟,57,2.561398519996973e-06
锥,57,2.561398519996973e-06
贬,57,2.561398519996973e-06
寰,57,2.561398519996973e-06
臧,57,2.561398519996973e-06
闵,57,2.561398519996973e-06
骇,56,2.516461703856675e-06
冗,56,2.516461703856675e-06
羞,56,2.516461703856675e-06
萦,56,2.516461703856675e-06
濛,56,2.516461703856675e-06
缫,56,2.516461703856675e-06
煽,56,2.516461703856675e-06
沅,55,2.4715248877163774e-06
酝,55,2.4715248877163774e-06
谛,55,2.4715248877163774e-06
叨,55,2.4715248877163774e-06
蹊,55,2.4715248877163774e-06
蕨,55,2.4715248877163774e-06
旖,55,2.4715248877163774e-06
卑,55,2.4715248877163774e-06
檀,55,2.4715248877163774e-06
娩,55,2.4715248877163774e-06
颉,54,2.4265880715760796e-06
喽,54,2.4265880715760796e-06
掺,54,2.4265880715760796e-06
菠,54,2.4265880715760796e-06
疵,54,2.4265880715760796e-06
荀,54,2.4265880715760796e-06
汴,54,2.4265880715760796e-06
烨,54,2.4265880715760796e-06
掐,54,2.4265880715760796e-06
淙,54,2.4265880715760796e-06
伫,53,2.381651255435782e-06
飒,53,2.381651255435782e-06
咯,53,2.381651255435782e-06
靴,53,2.381651255435782e-06
嗽,53,2.381651255435782e-06
窍,53,2.381651255435782e-06
峙,53,2.381651255435782e-06
嵩,53,2.381651255435782e-06
迢,53,2.381651255435782e-06
玖,53,2.381651255435782e-06
疙,53,2.381651255435782e-06
捶,53,2.381651255435782e-06
垴,53,2.381651255435782e-06
哉,52,2.336714439295484e-06
嘞,52,2.336714439295484e-06
瞪,52,2.336714439295484e-06
鸠,52,2.336714439295484e-06
嚓,52,2.336714439295484e-06
勠,52,2.336714439295484e-06
铎,52,2.336714439295484e-06
幌,52,2.336714439295484e-06
碘,52,2.336714439295484e-06
鸦,52,2.336714439295484e-06
簧,52,2.336714439295484e-06
篆,52,2.336714439295484e-06
钨,52,2.336714439295484e-06
氟,52,2.336714439295484e-06
瘩,52,2.336714439295484e-06
幔,52,2.336714439295484e-06
桄,52,2.336714439295484e-06
槌,51,2.2917776231551862e-06
撂,51,2.2917776231551862e-06
吱,51,2.2917776231551862e-06
裱,51,2.2917776231551862e-06
弩,51,2.2917776231551862e-06
烊,51,2.2917776231551862e-06
盱,51,2.2917776231551862e-06
曜,51,2.2917776231551862e-06
蓓,50,2.2468408070148884e-06
芪,50,2.2468408070148884e-06
佣,50,2.2468408070148884e-06
撮,50,2.2468408070148884e-06
厌,50,2.2468408070148884e-06
攸,50,2.2468408070148884e-06
痒,50,2.2468408070148884e-06
烃,50,2.2468408070148884e-06
毙,50,2.2468408070148884e-06
眙,50,2.2468408070148884e-06
罔,50,2.2468408070148884e-06
舸,49,2.201903990874591e-06
楹,49,2.201903990874591e-06
黝,49,2.201903990874591e-06
凋,49,2.201903990874591e-06
箍,49,2.201903990874591e-06
笙,49,2.201903990874591e-06
箔,49,2.201903990874591e-06
熨,49,2.201903990874591e-06
楣,49,2.201903990874591e-06
澧,49,2.201903990874591e-06
憋,49,2.201903990874591e-06
靛,49,2.201903990874591e-06
嫣,48,2.1569671747342933e-06
泱,48,2.1569671747342933e-06
酌,48,2.1569671747342933e-06
冽,48,2.1569671747342933e-06
剿,48,2.1569671747342933e-06
闺,48,2.1569671747342933e-06
翌,48,2.1569671747342933e-06
坍,48,2.1569671747342933e-06
哽,48,2.1569671747342933e-06
痰,48,2.1569671747342933e-06
乞,48,2.1569671747342933e-06
镀,48,2.1569671747342933e-06
衙,48,2.1569671747342933e-06
堑,47,2.1120303585939955e-06
漱,47,2.1120303585939955e-06
捻,47,2.1120303585939955e-06
涣,47,2.1120303585939955e-06
砾,47,2.1120303585939955e-06
伺,47,2.1120303585939955e-06
赟,47,2.1120303585939955e-06
镂,47,2.1120303585939955e-06
煲,47,2.1120303585939955e-06
饵,47,2.1120303585939955e-06
碉,47,2.1120303585939955e-06
匡,46,2.0670935424536977e-06
譬,46,2.0670935424536977e-06
眯,46,2.0670935424536977e-06
哟,46,2.0670935424536977e-06
羔,46,2.0670935424536977e-06
哇,46,2.0670935424536977e-06
稠,46,2.0670935424536977e-06
吏,46,2.0670935424536977e-06
瞎,46,2.0670935424536977e-06
佬,46,2.0670935424536977e-06
捂,46,2.0670935424536977e-06
袂,46,2.0670935424536977e-06
坨,46,2.0670935424536977e-06
洵,46,2.0670935424536977e-06
噱,46,2.0670935424536977e-06
钣,46,2.0670935424536977e-06
钒,46,2.0670935424536977e-06
晗,45,2.0221567263134e-06
痪,45,2.0221567263134e-06
疹,45,2.0221567263134e-06
豌,45,2.0221567263134e-06
瘀,45,2.0221567263134e-06
笺,45,2.0221567263134e-06
醛,45,2.0221567263134e-06
璋,45,2.0221567263134e-06
鬓,45,2.0221567263134e-06
囱,45,2.0221567263134e-06
掬,44,1.977219910173102e-06
璁,44,1.977219910173102e-06
珺,44,1.977219910173102e-06
佼,44,1.977219910173102e-06
咀,44,1.977219910173102e-06
罄,44,1.977219910173102e-06
馕,44,1.977219910173102e-06
眨,44,1.977219910173102e-06
遁,44,1.977219910173102e-06
徇,44,1.977219910173102e-06
铧,44,1.977219910173102e-06
舷,44,1.977219910173102e-06
哎,44,1.977219910173102e-06
徕,44,1.977219910173102e-06
濉,44,1.977219910173102e-06
斛,44,1.977219910173102e-06
桓,44,1.977219910173102e-06
沭,43,1.9322830940328043e-06
冤,43,1.9322830940328043e-06
侣,43,1.9322830940328043e-06
弭,43,1.9322830940328043e-06
阡,43,1.9322830940328043e-06
芷,43,1.9322830940328043e-06
逗,43,1.9322830940328043e-06
尕,43,1.9322830940328043e-06
佰,43,1.9322830940328043e-06
霓,43,1.9322830940328043e-06
橱,43,1.9322830940328043e-06
颍,43,1.9322830940328043e-06
抠,43,1.9322830940328043e-06
撸,43,1.9322830940328043e-06
蟳,43,1.9322830940328043e-06
蚓,43,1.9322830940328043e-06
燎,42,1.8873462778925065e-06
暹,42,1.8873462778925065e-06
绮,42,1.8873462778925065e-06
跹,42,1.8873462778925065e-06
歙,42,1.8873462778925065e-06
骡,42,1.8873462778925065e-06
熺,42,1.8873462778925065e-06
屁,42,1.8873462778925065e-06
篝,42,1.8873462778925065e-06
丞,42,1.8873462778925065e-06
芍,42,1.8873462778925065e-06
梵,42,1.8873462778925065e-06
舜,42,1.8873462778925065e-06
浒,42,1.8873462778925065e-06
迥,42,1.8873462778925065e-06
膛,42,1.8873462778925065e-06
鹛,42,1.8873462778925065e-06
崆,42,1.8873462778925065e-06
蜱,42,1.8873462778925065e-06
觑,41,1.8424094617522087e-06
绰,41,1.8424094617522087e-06
臼,41,1.8424094617522087e-06
啪,41,1.8424094617522087e-06
酉,41,1.8424094617522087e-06
俨,41,1.8424094617522087e-06
腥,41,1.8424094617522087e-06
呛,41,1.8424094617522087e-06
濡,41,1.8424094617522087e-06
彗,41,1.8424094617522087e-06
翡,41,1.8424094617522087e-06
呦,41,1.8424094617522087e-06
愣,41,1.8424094617522087e-06
姝,41,1.8424094617522087e-06
蚯,41,1.8424094617522087e-06
茭,41,1.8424094617522087e-06
讹,41,1.8424094617522087e-06
遐,40,1.797472645611911e-06
胥,40,1.797472645611911e-06
晷,40,1.797472645611911e-06
贼,40,1.797472645611911e-06
诲,40,1.797472645611911e-06
筏,40,1.797472645611911e-06
棺,40,1.797472645611911e-06
髻,40,1.797472645611911e-06
庇,40,1.797472645611911e-06
蔺,40,1.797472645611911e-06
戛,40,1.797472645611911e-06
涸,40,1.797472645611911e-06
哦,40,1.797472645611911e-06
鸢,40,1.797472645611911e-06
笆,40,1.797472645611911e-06
蝠,40,1.797472645611911e-06
陂,40,1.797472645611911e-06
椿,40,1.797472645611911e-06
悍,40,1.797472645611911e-06
漕,40,1.797472645611911e-06
阖,40,1.797472645611911e-06
邰,40,1.797472645611911e-06
驹,40,1.797472645611911e-06
铟,40,1.797472645611911e-06
赉,40,1.797472645611911e-06
苕,40,1.797472645611911e-06
堃,39,1.7525358294716131e-06
忐,39,1.7525358294716131e-06
忑,39,1.7525358294716131e-06
眸,39,1.7525358294716131e-06
姊,39,1.7525358294716131e-06
诬,39,1.7525358294716131e-06
嘿,39,1.7525358294716131e-06
塬,39,1.7525358294716131e-06
鳗,39,1.7525358294716131e-06
钴,39,1.7525358294716131e-06
胚,39,1.7525358294716131e-06
捺,39,1.7525358294716131e-06
赂,39,1.7525358294716131e-06
霾,39,1.7525358294716131e-06
仝,39,1.7525358294716131e-06
嘢,39,1.7525358294716131e-06
螃,38,1.7075990133313153e-06
黍,38,1.7075990133313153e-06
呕,38,1.7075990133313153e-06
蕤,38,1.7075990133313153e-06
谙,38,1.7075990133313153e-06
绛,38,1.7075990133313153e-06
糍,38,1.7075990133313153e-06
坷,38,1.7075990133313153e-06
蝙,38,1.7075990133313153e-06
惚,38,1.7075990133313153e-06
酮,38,1.7075990133313153e-06
讽,38,1.7075990133313153e-06
蔷,38,1.7075990133313153e-06
仫,38,1.7075990133313153e-06
涿,37,1.6626621971910175e-06
挎,37,1.6626621971910175e-06
邛,37,1.6626621971910175e-06
焱,37,1.6626621971910175e-06
瓢,37,1.6626621971910175e-06
狄,37,1.6626621971910175e-06
筼,37,1.6626621971910175e-06
筜,37,1.6626621971910175e-06
犍,37,1.6626621971910175e-06
羹,37,1.6626621971910175e-06
缎,37,1.6626621971910175e-06
峁,37,1.6626621971910175e-06
倔,37,1.6626621971910175e-06
郓,37,1.6626621971910175e-06
珀,37,1.6626621971910175e-06
渎,37,1.6626621971910175e-06
踝,37,1.6626621971910175e-06
祚,37,1.6626621971910175e-06
枉,36,1.6177253810507197e-06
阈,36,1.6177253810507197e-06
旎,36,1.6177253810507197e-06
勰,36,1.6177253810507197e-06
噶,36,1.6177253810507197e-06
娶,36,1.6177253810507197e-06
珑,36,1.6177253810507197e-06
喳,36,1.6177253810507197e-06
嗨,36,1.6177253810507197e-06
蛰,36,1.6177253810507197e-06
撇,36,1.6177253810507197e-06
槃,36,1.6177253810507197e-06
篾,36,1.6177253810507197e-06
祟,36,1.6177253810507197e-06
咪,36,1.6177253810507197e-06
禧,36,1.6177253810507197e-06
讳,36,1.6177253810507197e-06
怜,35,1.572788564910422e-06
侬,35,1.572788564910422e-06
夙,35,1.572788564910422e-06
耋,35,1.572788564910422e-06
赡,35,1.572788564910422e-06
铛,35,1.572788564910422e-06
稔,35,1.572788564910422e-06
咒,35,1.572788564910422e-06
贱,35,1.572788564910422e-06
蜻,35,1.572788564910422e-06
锭,35,1.572788564910422e-06
桕,35,1.572788564910422e-06
坳,35,1.572788564910422e-06
啼,35,1.572788564910422e-06
毡,35,1.572788564910422e-06
尴,35,1.572788564910422e-06
尬,35,1.572788564910422e-06
竺,35,1.572788564910422e-06
粕,35,1.572788564910422e-06
犷,35,1.572788564910422e-06
禺,35,1.572788564910422e-06
咧,35,1.572788564910422e-06
鄞,35,1.572788564910422e-06
毂,35,1.572788564910422e-06
崟,35,1.572788564910422e-06
汨,35,1.572788564910422e-06
徂,35,1.572788564910422e-06
烜,35,1.572788564910422e-06
耄,34,1.5278517487701244e-06
晦,34,1.5278517487701244e-06
蜓,34,1.5278517487701244e-06
狸,34,1.5278517487701244e-06
